"lon","lat","Име","Адрес"
"23.271999","42.687199","Акта","София, ул. Житница №33 (ж.к. Овча купел )"
"23.274694","42.686390","Булмаркет София","София, бул. Никола Мушанов №120"
"23.326200","42.737598","Метагаз","София, бул. Илиянци и ул. Проф. Иван Георгов"
"23.327200","42.714699","Метан","София, ул. 202-ра №4"
"23.336300","42.710300","Galileo","София, ул. Каменоделска №10"
"23.421301","42.649502","Тенекс-С","София, ул. Капитан Любен Кондаков"
"25.382099","41.630199","Райков Сервиз Кърджали","Кърджали, източна промишлена зона"
"24.712799","42.135399","Арена","Пловдив, бул. Пещерско шосе №111"
"24.755100","42.129501","Лукс","Пловдив, ул. Даме Груев №64"
"24.736488","42.163895","Global Commerce Автогара Север","Пловдив, ул. Победа №77"
"27.891199","43.228802","Фаена","Варна, ул. Тролейна №48"
"27.306000","42.569801","Камено","Камено, ул. Христо Ботев"
"25.620501","42.080502","Райков Сервиз Димитровград","Димитровград, на изхода за Стара загора"
"24.707001","42.919899","Троянефт","Троян, ул. Васил Левски №481"
"23.141199","41.848598","Симитли","Симитли, по път Е79 след Симитли 5км."
"24.740101","42.118198","Круиз Пловдив","Пловдив, ул. Ал. Стамболийски №9А"
"24.693001","41.694500","Круиз Чепеларе","Чепеларе, Първокласен път Пловдив - Смолян"
"23.379999","42.674099","Круиз Слатина","София, бул. Асен Йорданов №4А"
"23.368454","42.682190","Круиз Гео Милев","София, ул. Гео Милев №71"
"23.907499","42.898800","Круиз Правец","Правец, бул. 3-ти март №14А"
"23.922100","43.469898","Круиз Бяла Слатина","Бяла Слатина, Околовръстен път"
"23.194500","41.647800","Petrogas","Струмяни, гл. път Е79"
"24.400900","41.702202","Scorpio Oil","Девин, пътя за Доспат"
"26.185499","41.770699","Евро Ойл","Свиленград, бул. България"
"26.081100","41.847000","Нова К","Любимец, ул. Отец Паисий №23"
"26.079599","41.855801","Heli Oil","Любимец, бул. Одрин №1"
"25.907400","41.931499","Go Petroleum","Харманли, на гл. път Е80"
"24.859501","42.022701","Чинар 93","Асеновград, бул. България №113"
"25.587999","42.061600","Vito 22","Димитровград, бул. Георги С. Раковски"
"23.040899","42.073399","Миг Петрол","Кочериново, Кочериново"
"24.761801","42.093700","Lem Invest","Пловдив, Околовръстен път, изход към Белащица"
"24.734301","42.116798","Хаджията Груев","Пловдив, ул. Димитър Талев №101"
"24.786699","42.149101","Хаджията Груев","Пловдив, ул. Ландос №2"
"25.870800","42.140400","Гранит М","Гълъбово, ул. Ангел Стефанов"
"25.885201","42.146900","Nik Oil","Гълъбово, изход за Раднево"
"26.798800","42.145302","Burgoil","Болярово, на гл. път 79"
"24.772957","42.164066","SiMax","Пловдив, ул. Рогошко шосе №13А"
"24.142200","42.210098","Рачев","Септември, изход към АМ Тракия"
"24.888500","42.218399","Go Petroleum","АМ Тракия, 139 км (посока Бургас-София)"
"23.150700","42.268002","Никстар","Самораново, вход от Дупница"
"24.307699","42.263699","Райков Сервиз Пазарджик","АМ Тракия, до Шел Пазарджик (посока София-Бургас)"
"22.756800","42.324600","Струма петрол","Коняво, до моста на Струма"
"25.625700","42.410198","Зара Зара газ","Стара Загора, ул. Промишлена"
"25.645000","42.395901","Круиз Стара Загора","Стара Загора, бул. Св. Патриарх Евтимий №5"
"25.631645","42.437275","OK","Стара Загора, ул. Хан Аспарух"
"25.738501","42.445099","Стаза","Стара Загора, изход за Бургас"
"26.516642","42.478020","Мечта","Ямбол, ул. Николай Петрини"
"26.490801","42.483601","Геомекс","Ямбол, кв. Златен рог, обл. 2, №62"
"26.525299","42.502998","Омакс","Ямбол, ж.к. Христо Ботев"
"27.476299","42.509899","DEGA","Бургас, ж.к. Лазур"
"24.471615","42.051914","Imperial Oil","Кричим, вход от Пловдив"
"24.815100","42.527901","Bend Oil","Михилци, на гл. път Пловдив-Карлово"
"24.933300","42.604698","Ивони","Калофер, гл. път Калофер-Карлово"
"23.399775","42.611980","West gas","София, ул. Самоковско шосе №167"
"25.192101","42.633202","Гердеме","Павел баня, път 6, разклона за Павел Баня"
"25.370899","42.617401","Express","Казанлък, бул. 23-ти пехотен Шипченски полк"
"25.403000","42.612301","Диамант Газ","Казанлък, бул. Никола Петков"
"23.402201","42.642601","D2","София, ул. Самоковско шосе"
"25.294100","42.650902","Delta","Дунавци, гл. път 6, разклона за Дунавци"
"26.457100","42.657902","Elit Gas","Калояново, вход от Сливен"
"26.456600","42.658298","Проди гaз","Калояново, изход към Сливен"
"26.329800","42.664501","Геомекс","Сливен, бул. Илинденско въстание №5"
"24.160900","42.705101","Газтрейд Пирдоп","Пирдоп, ул. Кн. Борис І №17б"
"27.752199","42.713402","Vlas Oil","Свети Влас, ул. Свети Власий"
"23.296900","42.737202","Мартимор","София, Ул. Бели Дунав"
"23.297300","42.730801","Power Oil","София, ул. Илинденско въстание №15"
"23.413000","42.638599","Gazprom Цариградско шосе","София, бул. Цариградско шосе №355"
"27.248199","42.791302","Евро Ойл","Ябълчево, гл. път за Айтос"
"23.025560","42.866009","KA Oil","Сливница, на гл. път Е80"
"23.800327","42.873638","Ивони","АМ Хемус, посока София-Варна"
"24.711800","42.875900","Йоана Троян 1","Троян, ул. Димитър Икономов №51"
"23.383301","42.657501","Газтрейд София","София, бул. Цариградско шосе №62"
"24.714500","42.892799","Троянефт","Троян, ул. Раковски"
"22.942442","42.912636","Сара","Драгоман, гл. път Е80"
"23.812099","42.911598","Газтрейд Ботевград","Ботевград, бул. Цар Освободител №32А"
"25.900801","42.929501","Dikom","Елена, гл. път 53"
"26.431299","42.973999","Demet","Тича, изход към Омуртаг"
"25.102695","43.009354","Vitogaz","Севлиево, ул. Марин Попов №87"
"26.671700","43.000198","Мартини","Върбица, гл. път към Преслав"
"25.080528","43.031982","Панацея","Севлиево, входа от Плевен"
"25.676800","43.129501","Мат","Горна Оряховица, ул. Панайот Цвикев"
"26.431700","43.127998","Bedrock","Омуртаг, между Омуртаг и Беломорци"
"26.825500","43.160301","Castrol","Велики Преслав, ул. Св. Св. Кирил и Методий"
"23.570572","43.204105","Никойл","Враца, бул. Васил Кънчов"
"23.572182","43.192947","Никойл","Враца, бул. 2-ри юни"
"23.544500","43.210999","Аванти","Враца, бул. Христо Ботев"
"27.898800","43.220798","Star Power","Варна, бул. Сливница и ул. Андрей Сахаров"
"26.564699","43.256901","Автотрейд Тайфун","Търговище, ул. Скопие"
"26.950800","43.256599","Олимпия","Шумен, бул. Ришки проход"
"26.477699","43.548100","Път Консулт","Гецово, улица Ивайло"
"27.833000","43.550098","МТТ","Добрич, ул. Любен Станчев"
"25.325701","43.620800","Йоана Свищов 1","Свищов, ул. Отец Паисий №1"
"25.356300","43.612202","LB","Свищов, ул. Патриарх Евтимий №103"
"26.010099","43.873299","Сити газ","Русе, бул. Тутракан"
"22.849993","44.003437","Sunny Oil","Видин, Околовръстен път"
"26.885099","44.022099","Старт 97","Коларово, път Русе - Силистра"
"27.275499","44.106499","Иннс","Силистра, ул. Добрич"
"24.181200","43.073101","Газтрейд Брестница","Брестница, гл. път 4"
"27.861601","43.242500","Газтрейд Варна","Варна, кв. Владиславово, бул. Света Елена №267"
"23.987801","42.332199","Круиз магистрала Тракия","АМ Тракия, 61-ви km (посока Бургас-София)"
"23.344263","42.711838","Круиз Първа Българска Армия","София, ул. Първа Българска Армия №90А"
"23.076500","42.218102","Техно Ойл","Джерман, път Е79"
"26.398043","42.530460","OMV Хаджидимитрово","АМ Тракия, km 273 (посока София-Бургас)"
"25.689199","42.216599","АМК 2002","Опан, Околовръстно шосе"
"25.671000","42.249199","Милениум Газ","Средец, гл. път Е85"
"26.264099","42.508999","Сидж","Кермен, Вход от Сливен"
"25.699600","42.445400","Метан","Хрищени, инд. зона"
"25.893101","42.655899","Неси Ойл","Твърдица, на гл. път 6"
"25.878201","43.048901","NS","Златарица, изход за Велико Търново"
"25.845600","42.037998","Евро Ойл","Симеоновград, изход към Гълъбово"
"25.786846","42.633366","Лозана","Николаево, на гл. път 6"
"25.524879","42.601677","Мъглиж","Мъглиж, на гл. път 6"
"26.337999","42.655201","Геомекс","Сливен, ул. Ямболско шосе №35"
"25.678499","42.579899","Сит ойл","Зимница, изход за Стара Загора"
"25.707399","42.452400","Хидромат","Хрищени, с. Хрищени"
"26.057199","42.303501","Астра-Д","Пет могили, село Пет могили"
"25.185165","42.080784","Анри 64","Първомай, кв. Дебър"
"24.723700","42.237701","Анри 64","Труд, ул. Карловско шосе"
"24.717100","41.572498","Анри 64","Смолян, бул. България"
"25.877501","43.048500","Олимпик","Златарица, изход за Велико Търново"
"25.645201","42.870899","Astra","Вонеща вода, изход на селото"
"25.566799","42.392700","Ges","Богомилово, Местност Кавълкая"
"25.626301","42.410000","Ефир","Стара Загора, ул, Промишлена"
"25.925301","42.295502","Дисми","Раднево, ул. Магда Петканова №49 (главен път Раднево - Стара Загора)"
"26.318800","42.651001","Мобилгаз","Сливен, ул. Банско шосе №10"
"25.607300","42.419300","Зара Зара","Стара Загора, ул. Никола Икономов"
"25.350800","42.048901","Плам Ойл","Върбица, гл. път Е80"
"25.873400","42.475498","Омакс","Подслон, гл. път Стара Загора - Нова Загора"
"26.424601","42.660301","Алфа Ойл","Тополчане, на гл. път 6"
"24.718700","43.120201","Gazprom Ловеч","Ловеч, Главен път Ловеч-София, изход за Троян"
"24.329901","42.198502","Gazprom Пазарджик","Пазарджик, ул. Кочо Честименски №8Д "
"23.384251","42.668648","Gazprom Цветан Лазаров","София, бул. Цветан Лазаров"
"25.929300","42.296902","Гранит М","Раднево, главен път Раднево - Стара Загора"
"26.181101","42.640701","Eko Petrolium","Гавраилово, с. Гавраилово"
"26.048100","42.305500","Евро Ойл","Пет могили, с. Пет могили"
"25.379601","42.646900","Славена","Крън, на пътя Крън - Казанлък"
"25.590099","42.410099","Екохит М","Стара Загора, ул. Загорка и ул. Темида"
"26.341600","42.688599","Дифоат","Сливен, кв. Сини камъни"
"25.395599","42.614601","Кумакс","Казанлък, ул. Доктор Стамболски"
"26.089264","42.346584","Инвесто","Млекарево, с. Млекарево"
"25.937201","42.294998","Гранит М","Раднево, път 554"
"25.326700","42.712399","Шипченски проход","Шипка, изход към Габрово"
"25.616699","42.430599","Енержи","Стара Загора, ул. Спортна"
"26.183701","42.888199","Bules","Стара река, на път 53"
"25.604000","42.426800","BM Oil","Стара Загора, ул. Мусала"
"26.306499","42.640701","Саки-М","Сливен, ул. Банско шосе"
"25.632000","42.449200","99+","Стара Загора, ул. Хан Аспарух"
"25.687799","42.426998","Зара Волна песен","Стара Загора, ул. Волна песен"
"26.339001","42.690201","Мечта","Сливен, ул. Лъвова чешма"
"26.529800","42.480000","Омакс","Ямбол, ул. Николай Петрини"
"24.761000","42.095600","Gazprom Кукленско шосе","Пловдив, бул. Кукленско шосе"
"24.936501","42.280602","Егер","Раковски, между Парчевич и Генерал Николаево"
"25.072001","42.346699","Братан","Брезово, изход към Раковски"
"24.009199","42.030998","Gazprom Велинград","Велинград, Изход на града за Пловдив"
"25.671801","42.310398","Зара Бъдеще","Бъдеще, главен път Е85"
"24.714300","42.899101","Йоана Троян 2","Троян, ул. В. Левски №310"
"26.157440","43.153118","Йоана Антоново","Антоново, местн. Мезарлъка"
"23.764103","42.447788","Круиз Живково","Живково, Първокласен път Ихтиман - Самоков"
"27.250700","42.789200","Сокол","Ябълчево, гл. път за Айтос"
"24.327600","42.208099","Круиз Пазарджик","Пазарджик, бул. Георги Бенковски №142"
"23.380192","42.646812","ГазКом","София, ж.к. Младост 3 (зад Деница)"
"23.996428","42.026173","Круиз Велинград","Велинград, ул. Патриарх Евтимий №1"
"26.691299","42.556702","Lukoil B198","АМ Тракия, 299-ти км посока Бургас, до надлез Воденичане"
"23.383127","42.702713","Rompetrol София 7","София, бул. Ботевградско шосе №231"
"25.569508","41.925278","AMK 2002","Хасково, бул. Илинден"
"24.323500","42.185299","City Gaz","Пазарджик, бул.Стефан Стамболов"
"26.921900","43.542801","Lukoil F537","Венец, с. Венец, Шуменско"
"23.295099","42.661800","Makoil","София, ул. Костенски водопад"
"23.328005","42.680614","Окта","София, ул. Криволак"
"23.312836","42.695580","Мартимор","София, ул. Дамян Груев"
"25.602400","43.076500","Euro Gas","Велико Търново, ул. Магистрална"
"27.895100","43.232101","Star Power","Варна, бул. Цар Освободител"
"26.562000","43.245998","Озирис","Търговище, бул. Трайко Китанчев и ул. Копривщица"
"25.667999","43.527500","Ведима","Ценово, с. Ценово"
"27.769836","43.590836","Виста Ойл","Добрич, бул. Добруджа"
"26.235901","43.609402","Мак Тур Ойл","Цар Калоян, на гл. път Е70"
"25.988501","43.855000","DMV","Русе, ул. Потсдам №6Б"
"26.004499","43.852001","Lumax","Русе, бул. България"
"22.885401","44.007401","бивша ТИП","Видин, ул. Панония №120"
"23.559299","43.221699","BG OIL","Враца, бул. Мито Орозов №34"
"26.599052","42.254818","Terminal Card","Бояново, главен път Елхово - Ямбол"
"24.525957","42.045982","Imperial Oil Устина","Устина, изход към Перущица"
"24.732700","42.166500","Апид 2000 A1","Пловдив, ул. Георги Бенев №5Б"
"24.549500","42.067799","Апид 2000 A2","Перущица, На входа на града"
"25.234400","41.797901","Апид 2000 A3","Комунига, път Асеновград-Кърджали"
"24.778601","42.381699","Апид 2000 A4","Черноземен, път Пловдив-Карлово"
"24.816500","42.083500","Апид 2000 A5","Крумово, на входа от Асeновградско шосе"
"24.726601","42.164200","Райков Сервиз Пловдив","Пловдив, бул. Васил Априлов"
"24.696600","42.097900","Rompetrol Транс-Кикьов","Пловдив, Околовръстно шосе до разклона за Коматево"
"27.900700","43.222099","Еко Кар Газ","Варна, ул. Академик Андрей Сахаров №3"
"27.871300","43.234001","Про Венд","Варна, бул. Цар Освободител №176"
"27.836201","43.552200","Автотрейд Добрич","Добрич, Околовръстен път Добротица"
"24.690800","41.742199","Sprint","Чепеларе, гл. път 86"
"27.260799","43.009102","Руни Ойл","Партизани, изход от селото"
"25.694000","43.135899","Елит-94","Горна Оряховица, ул. Иван Момчилов №22"
"23.574200","43.195599","Euro Oil","Враца, бул. Васил Кънчов"
"26.842800","43.723801","Роса","Исперих, изход към Силистра"
"26.819300","43.714401","Левчо ойл","Исперих, изход към Кубрат"
"27.899200","43.229500","Eko Варна - Цар Освободител","Варна, бул. Цар Освободител"
"25.857300","42.019001","Райков Сервиз Симеоновград","Симеоновград, кв. Злати дол"
"25.830099","42.025700","АсА","Симеоновград, ул. Роза"
"24.757910","42.133209","Global Commerce надлез Родопи","Пловдив, ул. Найчо Цанов (до Petrol)"
"24.305662","42.044651","DAF Trans","Пещера,  ул. Михаил Такев №158‎"
"24.365107","42.035103","KA Oil","Брацигово, ул. 3 март №81"
"24.399872","42.069420","Селен","Бяга, на пътя Пещера-Пловдив"
"25.301661","42.885487","Херос Габрово","Габрово, вход от Севлиево"
"27.441502","43.205647","Атол","Провадия, изход към магистралата"
"25.102650","43.011536","Херос Севлиево","Севлиево, ул. Марин Попов №79А"
"25.096973","43.021915","Genimex","Севлиево, до Автогара Севлиево"
"24.572300","42.119316","Гого Газ","Йоаким Груево, изход към Пловдив"
"27.458002","42.502594","BG Oil","Бургас, ул. Арда"
"27.907440","43.227482","Ергос","Варна, ул. Прилеп"
"27.868229","43.240074","Фаворит Петрол","Варна, бул. 3-ти март"
"27.891970","43.228081","Радиан","Варна, ул. Тролейна"
"25.684603","43.118023","LB","Горна Оряховица, ул. Патриарх Евтимий №54"
"25.621120","43.083679","Газ Лоджистикс","Велико Търново, ул. Стоян Михайловски"
"22.863966","43.997940","ТИП","Видин, ул. Широка и ул. Редута"
"27.828133","43.549030","BG Trans","Добрич, ул. Любен Станчев"
"27.809879","43.561325","Chimoil","Добрич, бул. 3-ти март"
"27.855125","43.572346","Chimoil","Добрич, ул. Любен Станчев"
"25.354780","41.636353","Симекс","Кърджали, ул. Баба Тонка"
"22.680088","42.297688","Теди Сим","Кюстендил, Околовръстен път"
"24.742880","43.177776","Литекс","Ловеч, бул. Освобождение"
"23.220629","43.425491","Gold Petrol","Монтана, ул. Свети Патриарх Евтимий"
"24.309557","42.152164","Тивия С46","Главиница, път Пещера-Пазарджик"
"23.036272","42.605911","Center","Перник, ул. Георги С. Раковски"
"24.641808","43.412640","Лукс Ойл","Плевен, бул. Русе №118"
"24.625601","43.417099","LT Oil","Плевен, ул. Неофит Рилски"
"26.506777","43.530922","Социалинвест","Разград, бул. Априлско въстание №23"
"26.520628","43.536907","Ситигаз","Разград, бул. Княз Борис I"
"26.510418","43.517426","Абритус ойл","Разград, ул. Александър Стамболийски"
"26.513205","43.530739","Абритус ойл","Разград, ул. Перистър"
"26.523411","43.532616","Divaton","Разград, бул. Княз Борис I"
"26.523874","43.536205","Нивара Транс","Разград, ул. Добруджа"
"26.513918","43.515633","Релакс","Разград, ул. Юмрукчал"
"26.015537","43.863476","Europe","Русе, бул. България"
"25.942327","43.812714","Туин Инвест","Русе, ул. Свети Димитър Басарбовски"
"27.245157","44.111355","Trans Oil Group","Силистра, ул. Тутракан"
"23.280899","42.667480","Газ Лоджистикс","София, ул. Тодор Каблешков"
"23.282021","42.725475","Зара Газстанция ","София, ул. 3020-та"
"23.270239","42.674503","Бент Ойл","София, ул. Коломан №1"
"23.359320","42.704369","Темпо","София, ул.  река Велека"
"23.297905","42.714554","GP Gold","София, ул. Йосиф Щросмайер"
"24.755896","42.165977","Yoni Oil","Пловдив, бул. Брезовско шосе №170 (Зелечункова борса) "
"26.580900","43.245602","Юкя","Търговище, ул. Кюстенджа"
"26.566507","43.251236","Величков","Търговище, бул. Митрополит Андрей"
"25.562449","41.915291","Весойл","Хасково, бул. Освобождение"
"25.609959","42.425907","Круиз Стара Загора 2","Стара Загора, ул. Витоша (срещу МБАЛ)"
"25.561111","41.920448","Вега","Хасково, бул. Освобождение"
"26.929483","43.282867","Mobilgas","Шумен, ул. Софийско шосе (Хиподрума)"
"26.963474","43.250011","Комфорт","Шумен, бул. Мадара №4"
"26.910076","43.270344","Кастрол","Шумен, ул. Генерал Столетов"
"23.334227","41.435081","Круиз Марикостиново","Марикостиново, E79"
"23.257284","41.558159","Круиз Сандански","Сандански, E79 (местност Ушите)"
"23.785297","42.309608","Круиз Долна баня","Долна баня, ул. Търговска №1"
"23.559048","42.755394","Круиз Бухово","Бухово, ул. Никола Бонев №1"
"23.258549","42.727840","Газ Лоджистикс","София, ул. 109-та"
"23.490545","42.705944","Gazprom Долни Богров","София, Е79 (изход Долни Богров)"
"22.845655","42.993111","Gazprom ГКПП Калотина","Калотина, главен път Калотина-София"
"23.209869","41.407200","Аванти","Петрич, ул. Цар Борис III №91"
"25.565603","41.931274","Gazprom Хасково","Хасково, бул. Съединение №44"
"23.378511","42.650135","Метагаз","София, бул. Александър Малинов"
"23.232023","42.687435","Go Petroleum","София, ул. Бойчо Бойчев №97"
"27.977465","43.241840","Пал Ойл","Варна, ул. Морска звезда №2 (кв. Виница)"
"27.823400","43.222000","Торнадо","Тополи, ул. Коми Тополи"
"27.865511","43.233574","Ергос","Варна, бул. Цар Освободител"
"27.975901","43.240002","Elit Energy","Варна, ул. Цар Борис III"
"27.930500","43.164410","Бенита","Варна, ж.к. Галата"
"27.829201","43.246201","G Energy","Варна, вход от Аксаково"
"27.857937","43.212204","Пал Ойл","Варна, ул. Девня"
"25.604845","43.072525","Panov Oil","Велико Търново, ул. Георги Измирлиев"
"25.738882","43.154949","Дани 79","Долна Оряховица, вход от Горна Оряховица"
"22.823608","43.911060","Круиз Дунавци","Дунавци, международен път Е 79 при с. Дунавци"
"27.914606","43.477222","Виста ойл","Славеево, път 71"
"25.422388","41.732609","Перперикон","Стремци, до с. Стремци"
"27.824539","43.422859","Chimoil","Стожер, на гл. път Добрич-Варна"
"27.824812","43.421406","Виста Ойл","Стожер, гл. път Добрич-Варна"
"25.352419","41.741978","Efe","Железник, на гл. път Кърджали-Хасково"
"24.426188","42.184704","Пако","Мало Конаре, на гл. път Пловдив-Пазарджик"
"24.407084","42.149433","Energy","Огняново, ул. Васил Левски №3"
"24.834949","42.116402","Планета Газ 2000","Ягодово, вход от Пловдив"
"24.802601","42.144302","Топ Агро","Пловдив, ул. Ягодовско шосе"
"27.195463","44.101463","Деленки","Айдемир, ж.к. Деленки"
"27.191462","44.100018","Шори","Айдемир, гл. път Русе-Силистра"
"24.733576","41.504257","Евро ойл","Смилян, ул. Бреза №18"
"23.259268","42.729965","Цветен пламък","София, ул. Обелско шосе"
"23.274317","42.780384","Петрос Ойл","Мрамор, ул. Васил Левски"
"23.380489","42.709404","София Газ","София, ул. Поп Грую"
"23.322500","42.733700","M J Petroleum","София, бул. Илиянци"
"23.398050","42.670998","Racing Oil","София, ул. 5001 №12 (ж.к. Дружба 1)"
"23.266962","42.723862","Racing Oil","София, бул. Европа №79 (ж.к. Люлин)"
"23.282976","42.744068","Комплекс Кристал","София, бул. Ломско шосе №207"
"23.235735","42.718544","Eco Oil","София, ж.к. Люлин 5"
"23.404451","42.621983","Vitogaz","София, ул. Самоковско шосе"
"23.413700","42.637600","Волф","София, бул. Цариградско шосе"
"23.640396","43.161686","Ultra","Враца, Главен път Е79 между Мездра и Враца (посока Видин)"
"24.723814","42.240387","Rif 08","Труд, ул. Карловско шосе №30"
"24.709133","41.574368","Еврогаз","Смолян, ул. Петко Р. Славейков №27"
"24.204493","42.123363","ЕТ ЙПМ-Йордан Михов","Паталеница, с. Паталеница"
"24.730209","42.110630","Alpin Diesel","Пловдив, изход към Марково"
"23.847782","42.308769","Pegas","Костенец, ул. Боровец"
"27.439825","42.470829","Газ станция","Бургас, ул. Индустриална"
"23.584246","42.632759","Виктория","Елин Пелин, ул. Керамик"
"23.240582","42.683674","Алекс 333","София, бул. Президент Линкълн"
"23.388727","42.709805","Витогаз","София, бул. Владимир Вазов"
"24.334377","42.869808","VIP","Рибарица, на пътя Тетевен-Троян"
"24.219498","42.934826","Авто-Елит","Тетевен, ул. Вършец №28"
"24.721901","43.148026","МИРО","Ловеч, ул. Велико Търново"
"26.248890","43.337841","Шелф газ","Попово, вход от Търговище"
"23.238354","43.405079","Везни","Монтана, ул. Диана"
"27.058142","43.664314","Сокол","Гусла, с. Гусла"
"23.747314","43.757488","Елена","Козлодуй, Шосе АЕЦ - Козлодуй"
"25.949984","43.803406","Rotro","Русе, ул. Българска Морава №18"
"25.958513","43.835499","Гап Трейд","Русе, бул. Цар Освободител"
"25.999792","43.855370","Гап","Русе, ул. Иван Ведър"
"26.083500","43.909801","Картел","Мартен, ул. Ясна поляна №1"
"23.382248","42.675629","Топливо Газ","София, бул. Професор Цветан Лазаров"
"26.205820","41.779808","Ник Ойл","Свиленград, ул. Д-р Страшимир Дочков"
"24.864708","42.582718","Люб и синове","Марино поле, гл. път 56 (между Баня и Васил Левски)"
"23.569176","43.204666","Газтрейд Враца","Враца, бул. Васил Кънчов №134"
"24.361858","42.187637","Shell 1037 Пазарджик изток","Пазарджик, Пловдивско шосе"
"26.399799","42.532101","Shell 4007 Ямбол север","АМ Тракия, km 276 +150 (посока Бургас-София)"
"27.418425","42.454754","Shell 1036 Бургас Меден Рудник","Бургас, кв. Меден Рудник, бл. 294"
"25.616804","42.047745","Евро Ферт","Димитровград, Източна индустриална зона"
"26.067402","42.463894","Lukoil F561","АМ Тракия, km 245 (посока Бургас-София)"
"25.905445","41.932350","Tim Oil","Харманли, на гл. път Е80"
"25.580250","42.041561","Зара Димитровград","Димитровград, изход за Хасково"
"26.088972","41.860691","Elit Petrol","АМ Марица, посока от Турция (след разклона за Любимец)"
"26.126368","41.523582","Кълвача газ","Ивайловград, вход от кв. Лъджа"
"26.127489","41.526005","Бензиностанция","Ивайловград, до автогарата"
"25.362162","42.045044","Ozi Oil","Върбица, на гл. път Е80"
"24.690432","42.132542","Maxi Petrol","Пловдив, бул. Пещерско шосе №156"
"28.150827","43.435394","Лафи","Балчик, ул. Дунав №48 (на изхода на Балчик, посока Добрич)"
"27.007448","43.742977","Tar Best","Окорш, на път Исперих - Дулово"
"28.164375","43.421089","Лафи - Балик","Балчик, ул. Христо Ботев №18"
"28.143475","43.409740","Калипсо","Балчик, в.з. Сборно място"
"25.703621","43.113686","Йоана Лясковец","Лясковец, местност Писунка"
"25.309017","43.245529","Chimoil","Павликени, ул. Бачо Киро"
"24.422201","42.062943","Селен","Козарско, с. Козарско"
"24.347645","42.183033","Light Commerce ЛайтГаз Пазарджик","Пазарджик, ул. Димчо Дебелянов"
"24.294462","42.271042","Lukoil F562","АМ Тракия, 88-ми км север"
"23.817062","42.446140","Lukoil F556","Ихтиман, ул. Околовръстен път №16"
"24.776615","42.190247","Agro Oil","Войводиново, гл. път Пловдив - Войводиново"
"24.750355","42.135315","Векта","Пловдив, ул. Авксентий Велешки (до Сточна гара)"
"26.005142","43.853340","Бенита","Русе, бул. Липник №126"
"23.346931","42.650074","Go Petroleum","София, ул. акад. Стефан Младенов"
"27.488602","42.277817","Крезон","Крушевец, гл. път Е87"
"23.860125","42.318161","Газ Лоджистикс","Костенец, изход към Момин проход"
"24.032003","41.586819","VS Oil","Кочан,  ул. Кирил и Методии №31"
"23.066772","42.090641","Петрогаз","Кочериново, изход към Рилски манастир"
"23.272650","42.709743","Ultra","София, бул. Царица Йоанна"
"25.585640","43.072556","Danex Oil","Велико Търново, ул. Шемшевско шосе"
"26.831532","43.718460","BE Oil","Исперих, ул. Ком"
"24.934040","41.508011","Рих","Мадан, ул. Република №9"
"24.937025","41.503334","Корона","Мадан, ул. Република №5"
"24.939085","41.501896","M Oil","Мадан, ул. Република"
"25.958200","43.832314","DMV","Русе, бул. България №138"
"24.772299","41.578419","Омикс","Смолян, ул. Хаджи Иван Бечев"
"24.795927","41.570606","Рих","Смолян, ул. Арда"
"24.692717","41.868732","Екабе","Хвойна, на 50m от изхода към Чепеларе"
"23.763105","42.955643","Pegas","Скравена, изход към Мездра"
"23.695646","43.114830","Pegas","Ребърково, на път Е79"
"24.860989","42.022030","Angas","Асеновград, бул. България №88"
"24.863197","42.019253","Euro Gas","Асеновград, бул. България"
"25.114349","41.384453","Анри 64","Златоград, бул. България №8"
"25.099289","41.380253","SBN","Златоград, бул. България"
"22.916792","42.738224","Pegas","Брезник, изход към Перник"
"25.253836","41.380394","SBN","Бенковски, вход от Златоград"
"25.080544","43.032784","Ина Газ","Севлиево, ул. М. Попов №85"
"25.350603","43.619080","Йоана Свищов 2","Свищов, ул. Димитър Бъров №2"
"25.179529","43.188068","Йоана Сухиндол","Сухиндол, ул. Росица №4"
"23.394613","42.638577","Interspeed","София, ул. инж. Георги Белов"
"24.001980","42.220173","Франсгаз","Белово, гл. път 8"
"26.016699","43.873070","Круиз Русе","Русе, бул. България №310"
"24.720196","42.159874","Равимакс","Пловдив, ул. Дилянка №35"
"23.218575","42.651173","Ultra","София, бул. Цар Борис III"
"23.273075","42.754204","Ultra","София, бул. Ломско шосе"
"24.738708","42.899437","Троянефт","Троян, кв. Ливадето"
"23.140408","41.398670","Сторос","Първомай, пътя за ГКПП - Златарево"
"26.485435","42.494820","Eko Ямбол","Ямбол, бул. Димитър Благоев"
"26.482800","42.536499","Райков Сервиз Кабиле","Кабиле, изход за АМ Тракия"
"24.407930","41.738274","Петрол Комерс","Девин, ул. Обединение №16"
"24.426031","41.722954","Петрол Комерс","Девин, път Девин-Пампорово (преди разклона за Доспат)"
"24.284370","41.683071","АМТ","Борино, вход от Доспат"
"24.159933","41.652122","Сева 3","Доспат, вход от Батак"
"24.089573","41.995575","Сигма Ойл","Ракитово, на пътя Батак-Велинград"
"24.086874","42.000099","Хол-Лес","Ракитово, на пътя Велинград-Батак"
"24.067841","42.031685","Pegas","Велинград, на разклона за Ракитово"
"24.014137","42.215702","Пейчеви","Белово, на път 8"
"24.002251","42.207428","Вал","Белово, изход към Юндола"
